4727452|GBP|5.32|
2079172|GBP|1.472|
4868772|GBP|0.432|
759521|GBP|158.935|
2272799|GBP|7.8|
4558489|GBP|0.16|
3849877|GBP|1.776|
543519|GBP|2.836|
2001361|GBP|7.972|
4566545|GBP|3.5726|
4646309|GBP|0.576|
4948965|GBP|1.34|
4672879|GBP|29.558|
3918051|GBP|90.11|
4737651|GBP|11.102|
4646021|GBP|0.06|
4649397|GBP|0.56|
4763779|GBP|0.06|
4736594|EUR|0.0657|
431281|GBP|0.2552|
1306517|GBP|12.8|
4493255|GBP|3.178|
3190330|GBP|118.734|
1656848|GBP|0.258|
4206145|GBP|22.772|
1457726|GBP|2.052|
4877688|GBP|0.344|
4564185|GBP|1.29|
4456711|GBP|6.8515|
4540546|GBP|4.426|
4356858|GBP|1.776|
4282|EUR|5.186|
4829703|GBP|0.4|
4272028|GBP|1.374|
1758792|GBP|0.03|
4419645|GBP|0.496|
4563235|GBP|0.162|
4620667|GBP|15.908|
4618173|GBP|0.216|
3851563|GBP|0.816|
1842074|GBP|27.0576|
4926780|GBP|34.412|
2781017|GBP|4.5|
4408301|GBP|6.544|
3918290|GBP|2.99|
4416173|GBP|0.012|
4608000|GBP|0.06|
3016930|GBP|18.2337|
4605090|GBP|0.108|
3844952|GBP|3.6411|
3857842|GBP|4.53|
610735|GBP|20.37|
4610404|GBP|0.34|
4674594|GBP|0.544|
4569189|GBP|1.158|
1300975|GBP|0.584|
2356152|GBP|3.402|
2846176|GBP|0.208|
4365136|GBP|0.156|
3173745|GBP|0.054|
4858970|GBP|2.606|
4452388|GBP|0.532|
3851295|GBP|0.476|
2347401|GBP|0.98|
5114955|GBP|0.29|
1864013|EUR|0.2403|
1796991|GBP|2.64|
3413601|EUR|0.05|
4869486|GBP|9.71|
3860203|GBP|9.498|
2484622|GBP|15.32|
4741762|GBP|0.114|
3430386|GBP|0.126|
4954001|GBP|0.082|
3460123|GBP|0.918|
4454536|GBP|1.52|
4227037|GBP|0.024|
3736592|GBP|0.054|
1732044|GBP|2.496|
4743479|GBP|1.66|
4739591|GBP|0.036|
4315991|EUR|0.05|
3751384|EUR|0.05|
4665664|GBP|0.666|
3634923|GBP|0.108|
3323625|GBP|0.03|
4624690|GBP|1.324|
4908526|GBP|0.006|
306624|GBP|2.35|
4623133|GBP|0.066|
3999447|GBP|0.018|
1405|GBP|0.858|
4359137|GBP|2.34|
4434010|GBP|0.186|
1735360|GBP|0.1|
4903088|GBP|0.006|
4864284|GBP|0.09|
5121133|GBP|0.18|
1516817|GBP|2.148|
3485561|SEK|169.676|
3221449|GBP|0.988|
4773345|GBP|0.568|
3489202|GBP|0.162|
4628107|GBP|0.8|
1355528|GBP|46.718|
4006344|GBP|0.1524|
4667032|GBP|0.164|
4136694|GBP|0.184|
2707181|GBP|11.7|
4679091|GBP|44.506|
5071443|SEK|4.02|
1771157|GBP|0.52|
3742869|GBP|0.204|
3883573|GBP|1.608|
3905781|GBP|0.504|
3016091|EUR|0.078|
1816318|GBP|0.02|
1801188|GBP|3.82|
3565886|GBP|0.006|
4911213|GBP|23.092|
4135818|EUR|0.05|
4295558|GBP|0.21|
4584011|EUR|0.648|
1272668|GBP|0.132|
1592773|EUR|4.029|
4601479|GBP|8.314|
4933963|GBP|0.156|
4791824|GBP|10.29|
182680|GBP|0.042|
4651940|GBP|2.968|
5118601|GBP|0.2186|
4981594|SEK|618.44|
4991214|GBP|0.874|
4784250|GBP|2.56|
4892169|GBP|1.3554|
4535838|GBP|0.768|
4178147|GBP|0.44|
1320436|GBP|0.558|
4847703|GBP|0.072|
4632110|GBP|1.82|
1921958|GBP|1.326|
2507746|GBP|0.7887|
2960391|GBP|0.236|
5014870|GBP|0.99|
4289741|GBP|0.352|
1744312|GBP|6.806|
4967767|GBP|8.448|
3668050|GBP|0.144|
4583891|GBP|11.698|
4973690|GBP|5.88|
1879160|GBP|1.724|
4893217|GBP|16.52|
2963973|GBP|3.74|
4387870|GBP|2.408|
3426227|GBP|1.33|
4903804|GBP|0.4217|
3483606|GBP|0.474|
4893228|GBP|13.312|
2788|GBP|4.816|
4926726|GBP|0.738|
1444929|GBP|0.136|
5159680|GBP|0.2772|
4755523|GBP|13.338|
2225295|GBP|9.696|
4902302|GBP|0.318|
1410943|EUR|2.166|
5029606|GBP|1.38|
4656996|GBP|0.078|
3300164|GBP|0.02|
5069034|EUR|0.096|
4855340|GBP|0.37|
5171231|GBP|0.28|
4864620|GBP|0.64|
5159330|GBP|2.498|
5171436|GBP|0.712|
2683305|GBP|0.03|
4956168|GBP|0.564|
4924775|GBP|0.94|
2368399|GBP|9.01|
3987387|GBP|1.64|
4874074|GBP|0.39|
4866292|GBP|0.396|
3027363|GBP|0.054|
5146031|GBP|0.138|
4506805|GBP|0.558|
4605039|GBP|0.02|
744620|GBP|0.296|
4864510|GBP|1.62|
4560899|GBP|2.272|
5096028|GBP|0.012|
4748343|GBP|0.066|
3526544|GBP|3.2|
515326|GBP|0.306|
5126317|GBP|2.952|
4584319|EUR|0.754|
3491527|GBP|3.788|
3411636|GBP|4.02|
4897205|GBP|0.126|
4019885|GBP|1.0|
1041763|GBP|0.504|
4133557|GBP|1.96|
4506585|GBP|1.344|
5218391|GBP|0.078|
2158406|GBP|0.0147|
2579359|GBP|28.1|
4486166|GBP|1.64|
4382412|GBP|0.128|
4195569|GBP|1.224|
3885862|GBP|1.104|
4889964|GBP|0.386|
4428650|GBP|1.456|
4135259|GBP|20.224|
2148752|SEK|0.06|
