1933303|GBP|1.864|
4792028|GBP|2.38|
3979485|GBP|3.352|
3196235|GBP|0.38|
2079172|GBP|0.022|
5149105|GBP|0.47|
2359976|GBP|0.004|
2360462|GBP|0.044|
4522773|GBP|0.078|
2610015|GBP|0.044|
4019885|GBP|0.11|
2812075|GBP|0.562|
2753243|GBP|1.22|
3403758|GBP|0.004|
1310534|GBP|4.29|
4452388|GBP|0.148|
3844952|GBP|0.126|
3630028|GBP|0.2|
2356152|GBP|2.51|
3015331|EUR|0.006|
4009468|GBP|0.002|
1666255|EUR|1.168|
5356832|GBP|2.068|
5421812|GBP|1.65|
1280608|GBP|0.098|
2932530|GBP|1.09|
4623645|GBP|0.164|
4741418|GBP|1.152|
3946944|GBP|1.3|
594213|GBP|0.024|
1785541|GBP|0.172|
4577583|GBP|0.04|
5295086|GBP|6.7138|
5381363|GBP|0.018|
1433180|GBP|0.022|
3863564|GBP|0.318|
93523|GBP|0.38|
2632632|GBP|0.056|
4987899|GBP|1.118|
4606856|EUR|4.086|
5419310|GBP|0.146|
4338318|GBP|0.072|
2402932|GBP|0.096|
1396112|EUR|0.007|
853226|GBP|0.208|
1891289|GBP|1.14|
ProdEuro|GBP|0.038|
2655475|GBP|44.475|
1064028|GBP|0.86|
5272327|GBP|3.234|
4841518|GBP|0.084|
5284311|EUR|0.096|
2551337|GBP|0.408|
5444054|GBP|0.11|
3544260|GBP|1.362|
5016106|GBP|5.04|
5406478|GBP|203.25|
4638785|GBP|0.408|
998225|EUR|0.756|
4609272|GBP|0.154|
5185787|GBP|1.136|
1315349|GBP|0.004|
4864995|GBP|1.22|
2835174|EUR|0.084|
4629684|GBP|0.094|
3616426|GBP|1.65|
332485|GBP|1.58|
3618561|GBP|0.256|
2230868|GBP|1.934|
1840195|GBP|0.046|
1884019|GBP|2.04|
1693690|GBP|0.93|
1248983|GBP|1.65|
2334593|GBP|6.46|
2449966|GBP|0.07|
4568341|GBP|0.074|
491940|GBP|0.278|
4820060|GBP|0.678|
3741647|GBP|0.592|
4855290|GBP|0.19|
117096|GBP|1.384|
4325657|EUR|0.006|
4669618|GBP|0.16|
4495439|GBP|2.816|
4703909|GBP|0.938|
2879048|GBP|0.002|
5045749|GBP|0.352|
2398717|GBP|0.114|
5303186|GBP|1.1|
3637651|GBP|6.43|
4621484|GBP|1.954|
2445336|GBP|0.012|
4117496|GBP|0.112|
5180152|GBP|0.068|
2554069|EUR|0.306|
408385|GBP|0.638|
2604859|EUR|1.066|
2003622|GBP|0.1866|
2502747|BRL|0.14|
1578468|GBP|1.9|
2290551|GBP|0.29|
5406560|GBP|0.46|
5139870|GBP|0.762|
4436840|GBP|0.21|
5071745|GBP|1.464|
3075025|GBP|0.27|
2222364|GBP|0.634|
3366358|GBP|0.062|
4613012|GBP|0.006|
1391418|GBP|0.12|
1680302|GBP|0.68|
4999618|EUR|3.336|
4131357|GBP|0.58|
5156985|GBP|0.342|
4514964|GBP|0.152|
674190|GBP|0.198|
4625933|GBP|8.82|
1383802|GBP|1.482|
4881702|GBP|1.616|
4371567|GBP|58.02|
4987805|GBP|0.188|
4996509|GBP|0.03|
2495623|GBP|1.25|
5273246|GBP|0.342|
5420048|GBP|0.24|
3206927|GBP|0.042|
4933628|GBP|0.058|
5025058|GBP|0.702|
584518|GBP|20.836|
1298778|GBP|0.004|
5405493|GBP|0.43|
4503137|GBP|0.258|
4764906|GBP|3.678|
1960046|GBP|0.17|
5345929|USD|0.162|
4175902|GBP|0.15|
4363072|GBP|0.14|
5267843|GBP|0.12|
1123821|GBP|0.304|
4000996|DKK|0.06|
3374003|GBP|0.176|
1451016|GBP|0.03|
692812|GBP|0.49|
4415556|GBP|0.732|
4382270|GBP|0.434|
795420|GBP|0.94|
4722143|GBP|0.074|
1902373|GBP|1.866|
5355747|GBP|1.628|
4603266|GBP|0.298|
5425710|GBP|0.692|
1295249|GBP|4.58|
5167181|GBP|0.774|
5185234|GBP|0.46|
5332138|GBP|0.04|
1801220|GBP|2.36|
4337287|GBP|0.7835|
5356091|GBP|2.89|
4856223|GBP|4.59|
4976445|GBP|0.05|
1178205|GBP|0.62|
2058036|GBP|1.182|
2255566|GBP|0.102|
1627216|GBP|0.02|
915448|GBP|8.334|
4895347|GBP|0.616|
2278825|GBP|15.7|
4946102|GBP|0.23|
3573644|GBP|0.948|
3211194|GBP|0.67|
503285|GBP|0.572|
5301859|GBP|0.368|
5275495|GBP|0.078|
4927280|GBP|16.022|
2539550|GBP|0.094|
4168336|GBP|0.498|
2540908|GBP|0.436|
5071949|GBP|0.86|
4193335|GBP|0.7|
2486655|GBP|0.082|
3312532|GBP|7.44|
5360631|GBP|0.658|
5033393|GBP|0.846|
3475354|GBP|0.024|
2504231|GBP|0.352|
3619915|EUR|0.078|
5096248|GBP|1.34|
3232571|EUR|1.1|
2369292|EUR|0.15|
4536712|GBP|0.052|
5294027|GBP|1.348|
3326862|GBP|1.55|
3575499|GBP|0.266|
4861968|EUR|0.674|
5316260|GBP|0.234|
5207492|GBP|1.14|
2095641|GBP|0.098|
57993|EUR|0.402|
2783636|GBP|0.616|
4463434|GBP|0.1|
1485288|GBP|45.36|
5329454|GBP|0.036|
1680137|GBP|8.84|
923371|GBP|0.624|
4253652|GBP|0.424|
5249451|GBP|3.68|
2159369|GBP|0.948|
1719638|GBP|0.104|
5366043|GBP|0.36|
3472280|GBP|2.138|
717802|GBP|0.14|
3748685|GBP|7.614|
4729016|GBP|0.242|
5277865|GBP|0.19|
5443636|EUR|0.018|
568628|GBP|4.33|
3902702|GBP|0.734|
4057671|GBP|0.136|
4627743|GBP|1.47|
5262482|GBP|0.684|
5033968|GBP|0.482|
5112423|GBP|0.03|
3548288|GBP|0.054|
628143|GBP|0.336|
1736804|GBP|11.514|
4989449|GBP|0.122|
5233056|GBP|0.024|
5376686|GBP|0.686|
2577079|GBP|0.816|
1229507|GBP|0.958|
3580574|GBP|0.77|
5415338|GBP|0.044|
4566937|GBP|2.66|
1318328|GBP|3.162|
4605983|GBP|0.016|
4740815|GBP|0.148|
5249201|GBP|10.71|
4627007|GBP|0.064|
3928788|GBP|0.002|
