5436010|GBP|16.75|
5388120|GBP|5.92|
5406330|GBP|78.574|
543519|GBP|0.442|
5224276|GBP|0.192|
5439592|GBP|0.92|
2079172|GBP|0.118|
5331922|EUR|0.204|
5221928|GBP|0.035|
2182257|GBP|0.01|
4858970|GBP|0.23|
3604989|GBP|0.606|
3377798|GBP|2.01|
2975428|GBP|6.95|
5128602|USD|5.27|
4705753|GBP|0.122|
5331876|GBP|0.19|
5320245|GBP|0.368|
340858|GBP|0.264|
306606|GBP|39.22|
4409679|GBP|0.74|
1614313|GBP|0.3|
4199405|GBP|0.016|
4802479|GBP|0.25|
4967767|GBP|0.112|
3378819|GBP|0.01|
5420027|GBP|19.57|
5404730|GBP|0.16|
431281|GBP|0.236|
4587397|GBP|0.346|
4019885|GBP|0.52|
5130481|GBP|0.051|
5332127|GBP|0.22|
2400234|GBP|2.04|
5112676|GBP|0.24|
5061010|GBP|0.222|
847301|GBP|0.052|
3979485|GBP|6.402|
3419501|GBP|0.458|
3426227|GBP|0.222|
4792028|GBP|4.356|
1280608|GBP|0.306|
5014676|GBP|0.348|
5356832|GBP|2.846|
2922985|GBP|7.394|
5313639|GBP|49.5|
1537161|GBP|0.148|
5359317|GBP|0.63|
5421812|GBP|1.886|
1933303|GBP|1.864|
3196235|GBP|0.38|
5149105|GBP|0.47|
2359976|GBP|0.004|
2360462|GBP|0.044|
4522773|GBP|0.078|
2610015|GBP|0.044|
2812075|GBP|0.562|
2753243|GBP|1.22|
3403758|GBP|0.004|
1310534|GBP|4.29|
4452388|GBP|0.148|
3844952|GBP|0.126|
3630028|GBP|0.2|
2356152|GBP|2.51|
3015331|EUR|0.006|
4009468|GBP|0.002|
1666255|EUR|1.168|
2932530|GBP|1.09|
4623645|GBP|0.164|
4741418|GBP|1.152|
3946944|GBP|1.3|
5124039|EUR|0.18|
5374861|GBP|4.372|
5097303|GBP|0.032|
5177536|GBP|0.152|
5191661|GBP|0.658|
5288598|GBP|1.09|
5229734|GBP|13.23|
5406255|GBP|0.132|
5034092|GBP|0.032|
4317233|GBP|3.68|
5184011|GBP|1.77|
2954069|GBP|0.436|
1666016|GBP|0.228|
4977649|GBP|0.006|
2263001|EUR|0.28|
1412679|GBP|2.452|
5077026|GBP|2.242|
4414961|GBP|11.264|
4509359|GBP|1.69|
5357454|GBP|3.04|
5307629|EUR|0.09|
320038|GBP|2.086|
8808|GBP|12.45|
5248693|GBP|0.34|
5295086|GBP|10.5798|
5014555|GBP|0.048|
471873|GBP|24.834|
4476165|GBP|0.01|
895753|GBP|0.192|
901539|GBP|0.13|
5168847|GBP|1.942|
5440474|GBP|14.748|
